地区,导演,年份,时长,演员,电影名,类型,评分,评论数,语言
[' 美国'],['大卫·罗伯特·米切尔'],['2018'],['139'],"['安德鲁·加菲尔德', '狄波拉·盖夫娜', '丽莉·克亚芙', '瑞琪·琳德赫姆', '克里斯·加恩', '考莉·埃尔南德斯', '杰西卡·马金森', '丽兹·科菲', '斯凯·埃洛巴', '杰克逊·江恩', '瑞克斯·林恩', '托弗·戈瑞斯', '佐莎·马梅特', '安娜贝尔·德克斯特-琼斯', '卢克·拜恩斯', '艾莉·麦克唐纳', '维多利亚·布鲁诺', '格蕾丝·范·帕滕']",['银湖之底 Under the Silver Lake'],"['剧情', '喜剧', '惊悚', '犯罪']",['6.5'],['5941'],[' 英语']
[' 美国'],['菲力斯·范·古宁根'],['2018'],['120'],"['史蒂夫·卡瑞尔', '蒂莫西·柴勒梅德', '毛拉·蒂尔内', '克里斯蒂安·康佛瑞', '凯特琳·德弗', '艾米·莱安', '斯戴芬妮·斯考特', '朱利安·沃克斯', '杰克·迪伦·格雷泽', '艾米·福赛思', '安德烈·罗佑 ', '曼迪娅·弗罗里', '蒂莫西·赫顿', '爱德华德·弗莱彻', '丽莎·盖伊·汉密尔顿', '迈克尔·帕特里克·麦克吉尔', '汤姆·蔡', '山姆·狄龙', '埃米·阿奎诺', '汤姆·贝耶', '朱利安·克鲁瑟', '约翰·洛巴托', '安东尼·斯诺', '艾蒂安·维克', '大卫·门登霍尔', 'Oakley Bull', 'Kue Lawrence', 'Ricky Low', 'Mary Pat Farrell', '杰夫·阿德勒', 'Sasha Kelly Jackson', 'Carlton Wilborn', 'Nikki Snipper', 'Martha T. Newman', 'Brooklin Thacher', 'Frederick Lawrence', 'Anastasia Leddick', 'Minerva García', 'Seann Gallagher', '罗德尼·J·霍布斯']",['漂亮男孩 Beautiful Boy'],['剧情'],['6.2'],['7452'],[' 英语']
[' 日本'],['三浦大辅'],['2018'],['119'],"['松坂桃李', '真飞圣', '富手麻妙', '猪塚健太', '樱井由纪', '小柳友', '马渕英俚可', '荻野友里', '佐佐木心音', '大谷麻衣', '阶户瑠李', '西冈德马', '江波杏子']",['娼年'],"['爱情', '情色']",['5.7'],['10169'],[' 日语']
[' 日本'],['原田真人'],['2018'],['123'],"['木村拓哉', '二宫和也', '吉高由里子', '松重丰', '大仓孝二', '平岳大', '八岛智人', '矢岛健一', '音尾琢真', '木村绿子', '芦名星', '山崎纮菜', '山崎努']",['检察方的罪人 検察側の罪人'],"['剧情', '悬疑', '犯罪']",['7.0'],['7216'],[' 日语']
[' 马来西亚'],['马逸腾'],['2018'],['110'],"['李国煌', '杨雁雁', '拿督·罗斯彦·诺', '黄炜杰', '曾冠源', '李宗伟', '阿什利·华']",['李宗伟：败者为王 Lee Chong Wei'],"['剧情', '传记', '运动']",['6.9'],['6050'],[' 闽南语 / 汉语普通话 / 马来语']
[' 英国 / 法国 / 美国'],['尼克·帕克'],['2018'],['89'],"['汤姆·希德勒斯顿', '埃迪·雷德梅恩', '麦茜·威廉姆斯', '蒂莫西·斯波', '理查德·艾欧阿德', '马克·威廉姆斯', '尼克·帕克', '米瑞安·玛格莱斯', '罗伯·布莱顿', '约翰尼·维加斯', '凯万·诺瓦克', '瑟莉娜·格里菲斯', '西蒙·格林诺', '吉娜·亚谢尔', '卢克·沃尔顿', '凯文·马塔迪恩', '理查德·韦伯']",['无敌原始人 Early Man'],"['喜剧', '动画', '冒险']",['6.2'],['5010'],[' 英语']
[' 美国'],['米密·莱德'],['2018'],['120'],"['菲丽希缇·琼斯', '艾米·汉莫', '贾斯汀·塞洛克斯', '萨姆·沃特森', '凯西·贝茨', '卡莉·史派妮', '杰克·莱诺', '斯蒂芬·鲁特', '克里斯·马尔基', '加里·韦恩兹', '弗朗西斯·X·麦卡蒂', '罗纳德·格特曼', '温迪·古逊', '约翰·拉尔斯顿', '卡尔·格拉戈萨斯', '亚瑟·霍尔顿', '安吉拉·嘉鲁皮', '乔迪·约翰逊', '杰夫·利利科', '乔·柯布登 ', '莎珑·华盛顿', '瓦罗娜·塞茨瓦埃洛', '阿伦·奥阿约-斯图尔特', '霍莉·G·弗兰克尔', '汤姆·埃尔文', '斯蒂芬妮·科斯塔', '拉斐尔·格罗斯-哈维', '罗伯特·J·塔维纳', '加布里埃尔·格雷厄姆', '丹尼尔·布罗克', '道恩·福特', '迈克尔·迪克森', '亚历山大·贝朗格', '鲁斯·巴德·金斯伯格']",['性别为本 On the Basis of Sex'],"['剧情', '传记']",['7.6'],['4669'],[' 英语']
[' 英国'],['安娜贝尔·杨科尔'],['2018'],['106'],"['安娜·帕奎因', '格雷戈尔·塞尔科克', '尤安·梅森', '荷丽黛·格兰杰', '劳伦·莱尔', '凯特·迪基']",['告诉蜜蜂 Tell It to the Bees'],"['剧情', '同性']",['7.5'],['1977'],[' 英语']
[' 美国'],['贾森·雷特曼'],['2018'],['95'],"['查理兹·塞隆', '麦肯兹·戴维斯', '马克·杜普拉斯', '朗·里维斯顿', '艾米丽·海内', '伊兰妮·谭', '克里斯塔尔·伦伯格', '马塞林·休格特', '科琳·惠勒', '嘉蜜拉·赖特', '史蒂文·罗伯斯', '谢德·鲁佩']",['塔利 Tully'],"['剧情', '喜剧']",['7.6'],['17617'],[' 英语']
[' 俄罗斯'],['丹尼拉·科兹洛夫斯基'],['2018'],['137'],"['丹尼拉·科兹洛夫斯基', '伊琳娜·戈尔巴乔娃', '安德烈·斯莫利亚科夫', '奥莉亚·祖耶娃', '弗拉基米尔·伊利因', '维伦·巴比切夫', '维克多·维尔比斯基', '维塔利亚·安德烈夫']",['最后一球 Тренер'],"['剧情', '运动']",['7.5'],['5826'],[' 俄语']
[' 法国'],['吉尔·勒卢什'],['2018'],['122'],"['马修·阿马立克', '伯努瓦·波尔沃德', '吉约姆·卡内', '玛琳娜·佛伊丝', '菲烈·卡特林', '让·雨果·安格拉德', '维尔日妮·埃菲拉', '费利克斯·莫阿蒂', '莱拉·贝蒂', '诺亚·阿比塔']",['大浴场 Le grand bain'],"['剧情', '喜剧']",['7.4'],['2034'],[' 法语']
[' 美国'],['帕夏·帕特里基'],['2018'],['105'],"['尚格·云顿', '杜夫·龙格尔', '杰思敏·沃兹', '帕特里克·基尔帕特里克', '阿尔·萨皮恩扎', '克里斯·云顿', '兰斯·E·尼克尔斯', '亚历山大·维舍尔鲍默', '考特尼·B·特克', '卡塔尔·彭德莱', '马克·希曼 ', '伊恩·奈尔斯', '约翰·波西', '亚伦·奥康奈尔', '杰姆斯·班尼特', '瓦内萨·莫达', '汤姆·德努奇', '唐迪·塔格韦尔']",['深海越狱 Black Water'],"['动作', '冒险']",['4.4'],['8962'],[' 英语']
[' 丹麦 / 德国'],['克里斯托弗·鲍伊'],['2018'],['119'],"['尼古拉·雷·卡斯', '法瑞斯·法瑞斯', '约翰妮·路易斯·施密特', '索伦·比尔马克', '范妮·博内代尔', '克拉拉·罗萨杰', '路易斯·斯科夫', '阿曼达·拉德里亚克', '安德斯·霍夫', '尼可拉斯·布若', '埃利奥特·克罗赛特·霍夫', '碧尔特·诺伊曼', '迈克尔·布罗斯楚普', '玛丽安·霍格斯布罗', '薇比珂·哈斯特伦', '特赖恩·帕里森', '纳斯塔加·阿尔赛', '亨里克·韦斯特加德·尼尔森', '拉多·哈季奇', '安德斯·布林克·马德森', '旺达·佩德尔维茨']",['64号病历 Journal 64'],"['悬疑', '惊悚', '犯罪']",['7.2'],['5372'],[' 丹麦语 / 西班牙语 / 阿拉伯语']
[' 中国大陆'],['柯孟融'],['2018'],['106'],"['董子健', '钟楚曦', '春夏', '袁福福', '靳锦', '尹雨航', '吴昱瑶', '刘梦梦', '郗婧妍']",['脱单告急'],"['喜剧', '爱情']",['5.6'],['10678'],[' 汉语普通话']
[' 日本'],"['植田泰史', '中村亮太']",['2018'],['106'],"['三浦春马', '白石麻衣']",['世界奇妙物语 2018年春季特别篇 世にも奇妙な物語 ’18春の特別編'],"['科幻', '悬疑', '惊悚', '恐怖']",['7.3'],['8096'],[' 日语']
[' 美国'],['贾斯汀·凯利'],['2018'],['105'],"['克里斯汀·斯图尔特', '黛安·克鲁格', '劳拉·邓恩', '吉姆·斯特吉斯', '科特妮·洛芙', '小凯文·哈里森', '詹姆斯·贾格尔', '艾丽西亚·约翰斯顿', '大卫·劳伦斯·布朗', '威尔·沃伊托维希', '克雷格·哈斯', '吉姆·科比', '洛丽·帕帕佐普洛斯', '德里克·詹姆斯·特拉普']",['JT·莱罗伊 JT Leroy'],"['剧情', '传记']",['6.2'],['468'],[' 英语']
[' 美国'],['西恩·安德斯'],['2018'],['119'],"['马克·沃尔伯格', '萝丝·拜恩', '伊莎贝拉·莫奈', '古斯塔夫·奇洛兹', '朱莉安娜·甘米兹', '奥克塔维亚·斯宾瑟', '泰格·诺塔洛', '汤姆·赛格拉', '艾琳·瑞秋', '布瑞特·伦茨勒', '玛格·马丁戴尔', '朱丽·哈基提', '迈克尔·奥吉弗', '琼·库萨克', '加里·维克斯', '乔伊·雅各布森', '安德利娅·安德斯', '肯尼斯·以色列', '兰德尔·P·海文斯', '埃莱扎·施莱辛格', '哈维尔·朗塞罗斯', '伊芙·哈洛', '约瑟琳·雷耶斯', '约翰·麦康奈尔', '查利·麦克德莫特', '埃里卡 ·比尔曼', '卡尔森·霍尔姆斯', '维勒特·罗德里格斯', '艾米丽塔·T·冈萨雷斯', '帕蒂·舍尔哈斯', '本杰明·韦弗', '玛丽亚·Z·威尔逊']",['速成家庭 Instant Family'],"['剧情', '喜剧']",['7.5'],['9574'],[' 英语']
[' 台湾'],['蔡宓洁'],['2018'],['83'],"['许光汉', '姚爱宁', '林意箴']",['海吉拉'],"['剧情', '爱情']",['7.3'],['6323'],[' 汉语普通话']
[' 美国'],['道格·墨菲'],['2018'],['90'],"['马特·瑞安', '达米恩·奥哈尔', '劳拉·贝莉', '艾米丽·奥布莱恩', '罗宾·阿特金·唐斯', '雷切尔·金西', '吉姆·麦司奇门', '凯文·迈克尔·理查德森']",['康斯坦丁：恶魔之城 电影版 Constantine City of Demons: The Movie'],"['动画', '恐怖', '奇幻']",['7.5'],['5780'],[' 英语']
[' 日本'],"['静野孔文', '濑下宽之']",['2018'],['101'],"['宫野真守', '梶裕贵', '中井和哉', '樱井孝宏', '杉田智和', '三宅健太', '花泽香菜', '诹访部顺一', '小泽亚李', '山路和弘', '堀内贤雄']",['哥斯拉：决战之都 GODZILLA 決戦機動増殖都市'],"['动作', '科幻', '动画']",['6.7'],['4317'],[' 日语']
[' 日本'],['大友启史'],['2018'],[],"['佐藤健', '高桥一生', '黑木华', '泽尻英龙华', '池田依来沙', '藤原龙也', '北村一辉']",['亿男 億男'],['剧情'],['6.2'],['1426'],[' 日语']
[' 日本'],['细田守'],['2018'],['98'],"['上白石萌歌', '黑木华', '星野源', '麻生久美子', '吉原光夫', '宫崎美子', '神田松之丞', '本渡枫', '畠中祐', '真田麻美', '役所广司', '中村正', '山像香', '玉川纱己子', '井上肇', '加藤虎之介', '真凛', '福山雅治']",['未来的未来 未来のミライ'],"['动画', '奇幻']",['6.7'],['6691'],[' 日语']
[' 美国 / 比利时 / 英国'],['帕诺斯·科斯马图斯'],['2018'],['121'],"['尼古拉斯·凯奇', '安德丽亚·瑞斯波罗格', '莱纳斯·罗彻', '奈德·丹内利', '欧文·弗热瑞', '理查德·布雷克', '比尔·杜克', '兰恩·皮雷', '克莱蒙·马霍内', '亚历克西斯·朱蒙特']",['曼蒂 Mandy'],"['动作', '恐怖', '犯罪']",['5.4'],['10786'],[' 英语']
[' 日本'],['河合勇人'],['2018'],['117'],"['中岛健人', '中条彩未', '池间夏海', '岛崎遥香', '岸优太', '内藤大湖']",['伪恋 ニセコイ'],"['喜剧', '爱情']",['4.8'],['221'],[' 日语']
[' 冰岛'],['乔·佩那'],['2018'],['97'],"['麦斯·米科尔森', '玛丽亚·塞尔玛·玛拉多提尔']",['北极 Arctic'],"['剧情', '冒险']",['7.0'],['2757'],[' 英语 / 丹麦语']
[' 美国'],['杰夫·瓦德洛'],['2018'],['100'],"['露西·海尔', '泰勒·珀西', '维奥莱特·比恩', '司徒颂曦', '索菲娅·阿里', '诺兰·杰拉德·冯克', '兰登·莱伯隆', '山姆·勒纳', '汤姆·蔡', '奥罗拉·佩里纽', '格雷格·丹尼尔', '布莱德利·史密斯', '维拉·泰勒', '埃兹·加西亚', '安德鲁·霍华德', '奥马尔·莱瓦', '莱斯莉·斯特拉顿', '查森·班克斯', '玛茜·简', '亚历山大·罗伯茨', '艾莉·劳弗', '摩根·林霍尔姆', '鲁本·加菲亚斯', '布拉德利·斯内德克', '蒂姆·内夫', '乔·奥克曼', '塞拉·希乌尔曼', '多米尼克·韦德']",['真心话大冒险 Truth or Dare'],"['惊悚', '恐怖']",['6.1'],['6765'],[' 英语']
